EmployeeID,Years_Experience,Salary,JobTitle
269,7.189823024,57246.44507,Financial Analyst
270,5.871836885,42039.76594,Project Manager
271,16.18722311,62444.09268,Customer Support Representative
272,16.20226789,62283.91035,Data Analyst
273,17.34144637,65673.31655,Project Manager
274,18.26481105,65807.82004,Data Analyst
275,10.22684798,47585.38592,HR Specialist
276,10.03032589,47326.35708,Data Analyst
277,15.96590358,61768.04081,Data Analyst
278,12.99927862,53281.43338,Marketing Manager
279,14.03933755,54514.44618,Financial Analyst
280,15.91585339,62363.85792,Sales Associate
281,17.80010684,64325.32759,Sales Associate
282,6.759903137,51039.77122,Customer Support Representative
283,7.511659053,31768.46906,Data Analyst
284,1.879638797,39216.81185,HR Specialist
285,11.56560282,59361.6316,Financial Analyst
286,0.718845476,21070.73979,Software Engineer
287,9.311960363,46910.48275,Marketing Manager
288,10.85289269,49848.58106,Marketing Manager
289,5.730825043,34424.09161,Financial Analyst
290,11.81666521,49744.24698,Sales Associate
291,0.610004999,25667.13077,Marketing Manager
292,0.746963775,40255.27977,Project Manager
293,16.45201121,67582.41439,HR Specialist
294,7.203812828,50765.40113,DevOps Engineer
295,2.541210253,38690.78083,HR Specialist
296,10.4448652,45244.47155,Marketing Manager
297,15.39987106,58177.14079,Software Engineer
298,4.31642055,41079.71391,HR Specialist
299,12.45780952,48804.97999,Customer Support Representative
300,1.7069493,36978.89075,Customer Support Representative
301,1.033634423,30865.64186,Software Engineer
302,10.62709263,49380.08122,Data Analyst
303,10.81270243,55180.20471,Software Engineer
304,12.74859803,57718.51262,Customer Support Representative
305,14.52182667,57238.82252,Customer Support Representative
306,19.51704159,74830.7322,Product Designer
307,10.32600697,45246.69729,Product Designer
308,6.459129459,45997.93695,Sales Associate
309,15.9037239,64772.95408,HR Specialist
310,5.416645025,39285.55785,Financial Analyst
311,8.779428414,49189.52194,Financial Analyst
312,1.569127627,26882.68737,Sales Associate
313,0.507014868,35634.16483,Sales Associate
314,19.25296829,67581.4259,HR Specialist
315,16.71960241,60825.58972,Data Analyst
316,13.91948412,63084.01437,Marketing Manager
317,8.179058888,42836.39932,Data Analyst
318,3.465886401,29889.46632,Product Designer
319,3.128740853,28474.33584,HR Specialist
320,5.004857963,43039.76568,DevOps Engineer
321,10.98453329,45566.91983,Marketing Manager
322,14.29191845,67357.80782,HR Specialist
323,13.20394753,45998.24803,Product Designer
324,5.598677939,49679.63772,Data Analyst
325,19.09730561,69249.69856,Financial Analyst
326,14.75793833,59032.31111,Project Manager
327,11.08708105,49449.56667,DevOps Engineer
328,12.23441492,56464.51042,Data Analyst
329,8.392001249,46595.82898,Customer Support Representative
330,4.95461979,45425.74899,HR Specialist
331,7.119453573,44810.04539,Customer Support Representative
332,15.15692221,61065.35323,Sales Associate
333,0.287869773,28757.67848,DevOps Engineer
334,2.32145281,34358.1775,Marketing Manager
335,0.92005284,33379.11453,Sales Associate
336,0.814576046,23078.31013,Sales Associate
337,17.10921168,57477.49625,Marketing Manager
338,14.07315719,61862.63485,Software Engineer
339,9.483476582,49821.28035,Product Designer
340,1.956683213,32993.44974,Sales Associate
341,9.832317502,49756.80467,HR Specialist
342,9.469435416,50676.77936,Customer Support Representative
343,3.464037398,34229.27639,HR Specialist
344,8.677032985,43462.54234,Product Designer
345,7.970094688,46919.41565,Sales Associate
346,12.31700196,49742.14003,Product Designer
347,12.70187302,57445.00981,HR Specialist
348,0.906080195,23299.24237,Project Manager
349,7.492252293,50130.28277,Data Analyst
350,12.51719831,57397.38404,Project Manager
351,10.06272517,51405.59901,Software Engineer
352,17.12979682,69173.04857,Project Manager
353,13.17387263,64675.11749,Software Engineer
354,3.258688542,41589.22741,Product Designer
355,1.411374948,23618.37874,Customer Support Representative
356,12.84838556,49298.88629,Project Manager
357,0.530226211,27936.35953,Data Analyst
358,11.71551163,53561.4785,Project Manager
359,18.80460483,70197.50476,Marketing Manager
360,11.50948356,49390.24805,Product Designer
361,7.763398524,46460.63087,Financial Analyst
362,12.86576437,51954.61408,HR Specialist
363,9.16505781,45272.5266,Data Analyst
364,10.91233579,44791.36609,Data Analyst
365,18.82929618,63042.42612,DevOps Engineer
366,7.722052756,38685.68248,Marketing Manager
367,19.22381128,63568.25629,Marketing Manager
368,18.10701284,71482.23466,Financial Analyst
369,3.915822696,33084.65095,Customer Support Representative
370,1.387226018,45936.36236,Software Engineer
371,2.015560028,36497.70956,Product Designer
372,0.364436513,31653.05364,Marketing Manager
373,1.888859215,29485.92953,DevOps Engineer
374,13.66013547,60821.82033,Sales Associate
375,1.423772969,29969.35681,Data Analyst
376,6.379512606,43369.07428,Product Designer
377,16.89750622,76595.43513,Product Designer
378,0.465438715,30450.57793,DevOps Engineer
379,16.28936965,68325.10593,HR Specialist
380,5.637095495,37758.30887,Sales Associate
381,2.363296552,34551.65065,DevOps Engineer
382,13.93474331,66723.48979,Software Engineer
383,12.57885694,52022.87858,Project Manager
384,17.54944027,74161.12333,Customer Support Representative
385,14.70142088,62941.60143,Project Manager
386,16.06961861,59326.90334,Financial Analyst
387,5.640691451,44443.4216,DevOps Engineer
388,3.548790876,41960.354,Software Engineer
389,15.01229503,63133.63988,DevOps Engineer
390,16.13669479,54422.26597,Marketing Manager
391,19.81010284,65984.5198,Project Manager
392,8.252353538,45267.1139,Sales Associate
393,7.440361716,44508.55629,Marketing Manager
394,15.52825921,64159.87892,Financial Analyst
395,6.816070805,44520.64661,Software Engineer
396,18.61514651,60553.57123,Data Analyst
397,17.16825504,66237.49933,Data Analyst
398,8.579880548,50212.68982,Software Engineer
399,15.01742136,62833.79495,Product Designer
400,15.09085748,65585.61859,Data Analyst
401,2.062477377,38294.56553,Project Manager
402,18.05105813,68398.01666,HR Specialist
403,10.10504745,49859.26634,Financial Analyst
404,16.52914932,54753.49398,Project Manager
405,6.400992021,44950.07514,Customer Support Representative
406,17.91046457,66859.36758,Software Engineer
407,7.784033575,46925.96134,HR Specialist
408,0.21675303,24049.76318,Marketing Manager
409,18.10763953,60809.99635,DevOps Engineer
410,1.825733536,38917.23134,Project Manager
411,6.386272752,42574.76973,Financial Analyst
412,19.00123934,71409.98217,Data Analyst
413,19.01214294,68165.87776,Software Engineer
414,11.46875776,53086.29622,Customer Support Representative
415,12.63674424,59964.90752,Sales Associate
416,8.96891044,45357.59724,Financial Analyst
417,5.864215434,42209.03475,Customer Support Representative
418,6.573290907,40835.20537,Data Analyst
419,13.45036912,54728.25711,Sales Associate
420,15.04749059,58549.12056,Product Designer
421,15.83158087,62773.83061,Software Engineer
422,15.79236286,59190.9826,Marketing Manager
423,1.824122061,39927.02475,Sales Associate
424,9.888406094,45303.77568,Marketing Manager
425,1.1511752,31367.99218,Financial Analyst
426,10.99057765,49782.5,HR Specialist
427,8.830610027,54896.10948,Customer Support Representative
428,17.75408366,66490.94119,Software Engineer
429,7.018300251,49195.8232,Software Engineer
430,2.341340329,27254.87879,Software Engineer
431,2.859833641,37054.91861,Data Analyst
432,15.23021263,64908.57925,Customer Support Representative
433,12.36436127,55140.14248,HR Specialist
434,2.022453522,39372.30892,Sales Associate
435,1.682136122,30777.82999,HR Specialist
436,14.01938263,65085.50246,Product Designer
437,1.455260127,44405.01087,Product Designer
438,16.43720119,61060.20957,Project Manager
439,14.12484454,56022.17648,Customer Support Representative
440,1.626975613,40520.87361,Financial Analyst
441,1.696754282,41291.36929,Customer Support Representative
442,19.73279157,66851.283,Customer Support Representative
443,7.485415915,42869.89774,Sales Associate
444,7.412842941,43416.76284,Customer Support Representative
445,16.25599135,55789.73014,Marketing Manager
446,18.94497155,63296.68336,Product Designer
447,19.72002128,64419.33872,Data Analyst
448,15.06756371,56296.13958,Project Manager
449,7.525191711,44876.95898,Data Analyst
450,1.670014334,34511.10233,Customer Support Representative
451,15.54293832,68838.3791,Customer Support Representative
452,11.16808499,47344.39979,HR Specialist
453,8.484440185,51890.49236,Customer Support Representative
454,18.1270877,65184.23118,HR Specialist
455,2.223949646,34200.58074,Customer Support Representative
456,9.852502086,53079.10163,DevOps Engineer
457,0.227072895,24840.53568,DevOps Engineer
458,9.37321284,50658.47441,Software Engineer
459,1.126065514,33084.39207,Product Designer
460,2.376358325,37214.97297,HR Specialist
461,2.350524936,36146.89309,Financial Analyst
462,12.98420604,68244.91278,Marketing Manager
463,14.92089759,56653.09525,DevOps Engineer
464,11.6673753,50679.76583,HR Specialist
465,19.24345097,65371.19931,Customer Support Representative
466,7.49741159,42217.43759,Data Analyst
467,5.714241726,38241.54781,Marketing Manager
468,17.37198256,70689.04778,Financial Analyst
469,4.47191677,46046.35478,Customer Support Representative
470,19.26445079,65675.17011,Data Analyst
471,0.243089494,26324.40112,Data Analyst
472,19.39757653,71152.23085,Marketing Manager
473,0.863198239,28965.28126,Marketing Manager
474,17.82286227,68810.38364,Software Engineer
475,10.55402218,52122.65947,Sales Associate
476,19.85929592,62139.87127,Data Analyst
477,1.475931295,40689.3886,Product Designer
478,11.07708569,61133.55974,Financial Analyst
479,19.38605071,65708.15797,Customer Support Representative
480,10.46195688,48985.40597,Financial Analyst
481,12.58797276,56605.27248,Product Designer
482,13.91497378,59502.23151,Software Engineer
483,9.090821295,51474.36395,Data Analyst
484,12.5511616,65153.3459,Financial Analyst
485,11.68628624,52487.83634,Financial Analyst
486,18.02316021,62054.8342,Marketing Manager
487,0.908927607,24921.25907,Marketing Manager
488,5.619263792,37583.87738,Data Analyst
489,19.00822968,67850.8245,Data Analyst
490,17.80527568,74583.34067,Marketing Manager
491,9.113135056,45638.21362,Marketing Manager
492,12.40265196,55924.24367,Marketing Manager
493,5.54762366,41013.13284,DevOps Engineer
494,3.762423194,43466.81276,Sales Associate
495,9.273968099,61182.59833,Financial Analyst
496,7.067044561,41479.74526,Software Engineer
497,11.67312224,50899.04726,Financial Analyst
498,1.554692739,38330.18986,Project Manager
499,19.48789615,72385.24975,Project Manager
500,19.72421489,78681.96641,Customer Support Representative
